dataset,area,sex,ICCC,graph,year,age_group,measure,value_text
CYPC,British Columbia,1,113,L,2023,B,3,
CYPC,British Columbia,1,113,L,2023,B,4,
CYPC,British Columbia,1,113,L,2023,C,1,<5
CYPC,British Columbia,1,113,L,2023,C,2,<5
CYPC,British Columbia,1,113,L,2023,C,3,
CYPC,British Columbia,1,113,L,2023,C,4,
CYPC,British Columbia,1,113,L,2023,D,1,<5
CYPC,British Columbia,1,113,L,2023,D,2,<5
CYPC,British Columbia,1,113,L,2023,D,3,
CYPC,British Columbia,1,113,L,2023,D,4,
CYPC,British Columbia,1,113,L,2023,E,1,<5
CYPC,British Columbia,1,113,L,2023,E,2,<5
CYPC,British Columbia,1,113,L,2023,E,3,
CYPC,British Columbia,1,113,L,2023,E,4,
CYPC,British Columbia,1,113,L,2023,S,1,<5
CYPC,British Columbia,1,113,L,2023,S,2,<5
CYPC,British Columbia,1,113,L,2023,S,5,
CYPC,British Columbia,1,113,L,2023,S,6,
CYPC,British Columbia,1,114,L,2023,B,1,<5
CYPC,British Columbia,1,114,L,2023,B,2,<5
CYPC,British Columbia,1,114,L,2023,B,3,
CYPC,British Columbia,1,114,L,2023,B,4,
CYPC,British Columbia,1,114,L,2023,C,1,<5
CYPC,British Columbia,1,114,L,2023,C,2,<5
CYPC,British Columbia,1,114,L,2023,C,3,
CYPC,British Columbia,1,114,L,2023,C,4,
CYPC,British Columbia,1,114,L,2023,D,1,<5
CYPC,British Columbia,1,114,L,2023,D,2,<5
CYPC,British Columbia,1,114,L,2023,D,3,
CYPC,British Columbia,1,114,L,2023,D,4,
CYPC,British Columbia,1,114,L,2023,E,1,<5
CYPC,British Columbia,1,114,L,2023,E,2,<5
CYPC,British Columbia,1,114,L,2023,E,3,
CYPC,British Columbia,1,114,L,2023,E,4,
CYPC,British Columbia,1,114,L,2023,S,1,<5
CYPC,British Columbia,1,114,L,2023,S,2,<5
CYPC,British Columbia,1,114,L,2023,S,5,
CYPC,British Columbia,1,114,L,2023,S,6,
CYPC,British Columbia,1,115,L,2023,B,1,<5
CYPC,British Columbia,1,115,L,2023,B,2,<5
CYPC,British Columbia,1,115,L,2023,B,3,
CYPC,British Columbia,1,115,L,2023,B,4,
CYPC,British Columbia,1,115,L,2023,C,1,<5
CYPC,British Columbia,1,115,L,2023,C,2,<5
CYPC,British Columbia,1,115,L,2023,C,3,
CYPC,British Columbia,1,115,L,2023,C,4,
CYPC,British Columbia,1,115,L,2023,D,1,<5
CYPC,British Columbia,1,115,L,2023,D,2,<5
CYPC,British Columbia,1,115,L,2023,D,3,
CYPC,British Columbia,1,115,L,2023,D,4,
CYPC,British Columbia,1,115,L,2023,E,1,<5
CYPC,British Columbia,1,115,L,2023,E,2,<5
CYPC,British Columbia,1,115,L,2023,E,3,
CYPC,British Columbia,1,115,L,2023,E,4,
CYPC,British Columbia,1,115,L,2023,S,1,<5
CYPC,British Columbia,1,115,L,2023,S,2,<5
CYPC,British Columbia,1,115,L,2023,S,5,
CYPC,British Columbia,1,115,L,2023,S,6,
CYPC,British Columbia,1,116,L,2023,B,1,<5
CYPC,British Columbia,1,116,L,2023,B,2,<5
CYPC,British Columbia,1,116,L,2023,B,3,
CYPC,British Columbia,1,116,L,2023,B,4,
CYPC,British Columbia,1,116,L,2023,C,1,<5
CYPC,British Columbia,1,116,L,2023,C,2,<5
CYPC,British Columbia,1,116,L,2023,C,3,
CYPC,British Columbia,1,116,L,2023,C,4,
CYPC,British Columbia,1,116,L,2023,D,1,<5
CYPC,British Columbia,1,116,L,2023,D,2,<5
CYPC,British Columbia,1,116,L,2023,D,3,
CYPC,British Columbia,1,116,L,2023,D,4,
CYPC,British Columbia,1,116,L,2023,E,1,<5
CYPC,British Columbia,1,116,L,2023,E,2,<5
CYPC,British Columbia,1,116,L,2023,E,3,
CYPC,British Columbia,1,116,L,2023,E,4,
CYPC,British Columbia,1,116,L,2023,S,1,<5
CYPC,British Columbia,1,116,L,2023,S,2,<5
CYPC,British Columbia,1,116,L,2023,S,5,
CYPC,British Columbia,1,116,L,2023,S,6,
CYPC,British Columbia,1,120,L,2023,B,1,<5
CYPC,British Columbia,1,120,L,2023,B,2,<5
CYPC,British Columbia,1,120,L,2023,B,3,
CYPC,British Columbia,1,120,L,2023,B,4,
CYPC,British Columbia,1,120,L,2023,C,1,<5
CYPC,British Columbia,1,120,L,2023,C,2,<5
CYPC,British Columbia,1,120,L,2023,C,3,
CYPC,British Columbia,1,120,L,2023,C,4,
CYPC,British Columbia,1,120,L,2023,D,1,<5
CYPC,British Columbia,1,120,L,2023,D,2,<5
CYPC,British Columbia,1,120,L,2023,D,3,
CYPC,British Columbia,1,120,L,2023,D,4,
CYPC,British Columbia,1,120,L,2023,E,1,<5
CYPC,British Columbia,1,120,L,2023,E,2,<5
CYPC,British Columbia,1,120,L,2023,E,3,
CYPC,British Columbia,1,120,L,2023,E,4,
CYPC,British Columbia,1,120,L,2023,S,1,<5
CYPC,British Columbia,1,120,L,2023,S,2,<5
CYPC,British Columbia,1,120,L,2023,S,5,
CYPC,British Columbia,1,120,L,2023,S,6,
CYPC,British Columbia,1,121,L,2023,B,1,<5
CYPC,British Columbia,1,121,L,2023,B,2,<5
CYPC,British Columbia,1,121,L,2023,B,3,
CYPC,British Columbia,1,121,L,2023,B,4,
CYPC,British Columbia,1,121,L,2023,C,1,<5
CYPC,British Columbia,1,121,L,2023,C,2,<5
CYPC,British Columbia,1,121,L,2023,C,3,
CYPC,British Columbia,1,121,L,2023,C,4,
CYPC,British Columbia,1,121,L,2023,D,1,<5
CYPC,British Columbia,1,121,L,2023,D,2,<5
CYPC,British Columbia,1,121,L,2023,D,3,
CYPC,British Columbia,1,121,L,2023,D,4,
CYPC,British Columbia,1,121,L,2023,E,1,<5
CYPC,British Columbia,1,121,L,2023,E,2,<5
CYPC,British Columbia,1,121,L,2023,E,3,
CYPC,British Columbia,1,121,L,2023,E,4,
CYPC,British Columbia,1,121,L,2023,S,1,<5
CYPC,British Columbia,1,121,L,2023,S,2,<5
CYPC,British Columbia,1,121,L,2023,S,5,
CYPC,British Columbia,1,121,L,2023,S,6,
CYPC,British Columbia,1,122,L,2023,B,1,<5
CYPC,British Columbia,1,122,L,2023,B,2,<5
CYPC,British Columbia,1,122,L,2023,B,3,
CYPC,British Columbia,1,122,L,2023,B,4,
CYPC,British Columbia,1,122,L,2023,C,1,<5
CYPC,British Columbia,1,122,L,2023,C,2,<5
CYPC,British Columbia,1,122,L,2023,C,3,
CYPC,British Columbia,1,122,L,2023,C,4,
CYPC,British Columbia,1,122,L,2023,D,1,<5
CYPC,British Columbia,1,122,L,2023,D,2,<5
CYPC,British Columbia,1,122,L,2023,D,3,
CYPC,British Columbia,1,122,L,2023,D,4,
CYPC,British Columbia,1,122,L,2023,E,1,<5
CYPC,British Columbia,1,122,L,2023,E,2,<5
CYPC,British Columbia,1,122,L,2023,E,3,
CYPC,British Columbia,1,122,L,2023,E,4,
CYPC,British Columbia,1,122,L,2023,S,1,<5
CYPC,British Columbia,1,122,L,2023,S,2,<5
CYPC,British Columbia,1,122,L,2023,S,5,
CYPC,British Columbia,1,122,L,2023,S,6,
CYPC,British Columbia,2,1,L,2023,B,1,10
CYPC,British Columbia,2,1,L,2023,B,2,20
CYPC,British Columbia,2,1,L,2023,B,3,499.75
CYPC,British Columbia,2,1,L,2023,B,4,192.25
CYPC,British Columbia,2,1,L,2023,C,1,15
CYPC,British Columbia,2,1,L,2023,C,2,70
CYPC,British Columbia,2,1,L,2023,C,3,171.67
CYPC,British Columbia,2,1,L,2023,C,4,156.1
CYPC,British Columbia,2,1,L,2023,D,1,15
CYPC,British Columbia,2,1,L,2023,D,2,60
CYPC,British Columbia,2,1,L,2023,D,3,118.99
CYPC,British Columbia,2,1,L,2023,D,4,98.38
CYPC,British Columbia,2,1,L,2023,E,1,10
CYPC,British Columbia,2,1,L,2023,E,2,50
CYPC,British Columbia,2,1,L,2023,E,3,76.93
CYPC,British Columbia,2,1,L,2023,E,4,79.82
CYPC,British Columbia,2,1,L,2023,S,1,50
CYPC,British Columbia,2,1,L,2023,S,2,205
CYPC,British Columbia,2,1,L,2023,S,5,142.87
CYPC,British Columbia,2,1,L,2023,S,6,114.38
CYPC,British Columbia,2,10,L,2023,B,1,<5
CYPC,British Columbia,2,10,L,2023,B,2,<5
CYPC,British Columbia,2,10,L,2023,B,3,
CYPC,British Columbia,2,10,L,2023,B,4,
CYPC,British Columbia,2,10,L,2023,C,1,5
CYPC,British Columbia,2,10,L,2023,C,2,35
CYPC,British Columbia,2,10,L,2023,C,3,57.22
CYPC,British Columbia,2,10,L,2023,C,4,78.05
CYPC,British Columbia,2,10,L,2023,D,1,<5
CYPC,British Columbia,2,10,L,2023,D,2,15
CYPC,British Columbia,2,10,L,2023,D,3,
CYPC,British Columbia,2,10,L,2023,D,4,24.59
CYPC,British Columbia,2,10,L,2023,E,1,<5
CYPC,British Columbia,2,10,L,2023,E,2,15
CYPC,British Columbia,2,10,L,2023,E,3,
CYPC,British Columbia,2,10,L,2023,E,4,23.95
CYPC,British Columbia,2,10,L,2023,S,1,20
CYPC,British Columbia,2,10,L,2023,S,2,70
CYPC,British Columbia,2,10,L,2023,S,5,47.84
CYPC,British Columbia,2,10,L,2023,S,6,40.38
CYPC,British Columbia,2,11,L,2023,B,1,<5
CYPC,British Columbia,2,11,L,2023,B,2,<5
CYPC,British Columbia,2,11,L,2023,B,3,
CYPC,British Columbia,2,11,L,2023,B,4,
CYPC,British Columbia,2,11,L,2023,C,1,10
CYPC,British Columbia,2,11,L,2023,C,2,35
CYPC,British Columbia,2,11,L,2023,C,3,114.45
CYPC,British Columbia,2,11,L,2023,C,4,78.05
CYPC,British Columbia,2,11,L,2023,D,1,<5
CYPC,British Columbia,2,11,L,2023,D,2,20
CYPC,British Columbia,2,11,L,2023,D,3,
CYPC,British Columbia,2,11,L,2023,D,4,32.79
CYPC,British Columbia,2,11,L,2023,E,1,<5
CYPC,British Columbia,2,11,L,2023,E,2,10
CYPC,British Columbia,2,11,L,2023,E,3,
CYPC,British Columbia,2,11,L,2023,E,4,15.96
CYPC,British Columbia,2,11,L,2023,S,1,15
CYPC,British Columbia,2,11,L,2023,S,2,60
CYPC,British Columbia,2,11,L,2023,S,5,36.6
CYPC,British Columbia,2,11,L,2023,S,6,34.22
CYPC,British Columbia,2,12,L,2023,B,1,<5
CYPC,British Columbia,2,12,L,2023,B,2,<5
CYPC,British Columbia,2,12,L,2023,B,3,
CYPC,British Columbia,2,12,L,2023,B,4,
CYPC,British Columbia,2,12,L,2023,C,1,<5
CYPC,British Columbia,2,12,L,2023,C,2,<5
CYPC,British Columbia,2,12,L,2023,C,3,
CYPC,British Columbia,2,12,L,2023,C,4,
CYPC,British Columbia,2,12,L,2023,D,1,<5
CYPC,British Columbia,2,12,L,2023,D,2,<5
CYPC,British Columbia,2,12,L,2023,D,3,
CYPC,British Columbia,2,12,L,2023,D,4,
CYPC,British Columbia,2,12,L,2023,E,1,<5
CYPC,British Columbia,2,12,L,2023,E,2,<5
CYPC,British Columbia,2,12,L,2023,E,3,
CYPC,British Columbia,2,12,L,2023,E,4,
CYPC,British Columbia,2,12,L,2023,S,1,<5
CYPC,British Columbia,2,12,L,2023,S,2,10
CYPC,British Columbia,2,12,L,2023,S,5,
CYPC,British Columbia,2,12,L,2023,S,6,3.93
CYPC,British Columbia,2,13,L,2023,B,1,<5
CYPC,British Columbia,2,13,L,2023,B,2,<5
CYPC,British Columbia,2,13,L,2023,B,3,
CYPC,British Columbia,2,13,L,2023,B,4,
CYPC,British Columbia,2,13,L,2023,C,1,<5
CYPC,British Columbia,2,13,L,2023,C,2,<5
CYPC,British Columbia,2,13,L,2023,C,3,
CYPC,British Columbia,2,13,L,2023,C,4,
CYPC,British Columbia,2,13,L,2023,D,1,<5
CYPC,British Columbia,2,13,L,2023,D,2,<5
CYPC,British Columbia,2,13,L,2023,D,3,
CYPC,British Columbia,2,13,L,2023,D,4,
CYPC,British Columbia,2,13,L,2023,E,1,<5
CYPC,British Columbia,2,13,L,2023,E,2,<5
CYPC,British Columbia,2,13,L,2023,E,3,
CYPC,British Columbia,2,13,L,2023,E,4,
CYPC,British Columbia,2,13,L,2023,S,1,<5
CYPC,British Columbia,2,13,L,2023,S,2,<5
CYPC,British Columbia,2,13,L,2023,S,5,
CYPC,British Columbia,2,13,L,2023,S,6,
CYPC,British Columbia,2,14,L,2023,B,1,<5
CYPC,British Columbia,2,14,L,2023,B,2,<5
CYPC,British Columbia,2,14,L,2023,B,3,
CYPC,British Columbia,2,14,L,2023,B,4,
CYPC,British Columbia,2,14,L,2023,C,1,<5
CYPC,British Columbia,2,14,L,2023,C,2,<5
CYPC,British Columbia,2,14,L,2023,C,3,
CYPC,British Columbia,2,14,L,2023,C,4,
CYPC,British Columbia,2,14,L,2023,D,1,<5
CYPC,British Columbia,2,14,L,2023,D,2,<5
CYPC,British Columbia,2,14,L,2023,D,3,
CYPC,British Columbia,2,14,L,2023,D,4,
CYPC,British Columbia,2,14,L,2023,E,1,<5
CYPC,British Columbia,2,14,L,2023,E,2,<5
CYPC,British Columbia,2,14,L,2023,E,3,
CYPC,British Columbia,2,14,L,2023,E,4,
CYPC,British Columbia,2,14,L,2023,S,1,<5
CYPC,British Columbia,2,14,L,2023,S,2,<5
CYPC,British Columbia,2,14,L,2023,S,5,
CYPC,British Columbia,2,14,L,2023,S,6,
CYPC,British Columbia,2,15,L,2023,B,1,<5
CYPC,British Columbia,2,15,L,2023,B,2,<5
CYPC,British Columbia,2,15,L,2023,B,3,
CYPC,British Columbia,2,15,L,2023,B,4,
CYPC,British Columbia,2,15,L,2023,C,1,<5
CYPC,British Columbia,2,15,L,2023,C,2,<5
CYPC,British Columbia,2,15,L,2023,C,3,
CYPC,British Columbia,2,15,L,2023,C,4,
CYPC,British Columbia,2,15,L,2023,D,1,<5
CYPC,British Columbia,2,15,L,2023,D,2,<5
CYPC,British Columbia,2,15,L,2023,D,3,
CYPC,British Columbia,2,15,L,2023,D,4,
CYPC,British Columbia,2,15,L,2023,E,1,<5
CYPC,British Columbia,2,15,L,2023,E,2,<5
CYPC,British Columbia,2,15,L,2023,E,3,
CYPC,British Columbia,2,15,L,2023,E,4,
CYPC,British Columbia,2,15,L,2023,S,1,<5
CYPC,British Columbia,2,15,L,2023,S,2,<5
CYPC,British Columbia,2,15,L,2023,S,5,
CYPC,British Columbia,2,15,L,2023,S,6,
CYPC,British Columbia,2,20,L,2023,B,1,<5
CYPC,British Columbia,2,20,L,2023,B,2,<5
CYPC,British Columbia,2,20,L,2023,B,3,
CYPC,British Columbia,2,20,L,2023,B,4,
CYPC,British Columbia,2,20,L,2023,C,1,<5
CYPC,British Columbia,2,20,L,2023,C,2,<5
CYPC,British Columbia,2,20,L,2023,C,3,
CYPC,British Columbia,2,20,L,2023,C,4,
CYPC,British Columbia,2,20,L,2023,D,1,<5
CYPC,British Columbia,2,20,L,2023,D,2,5
CYPC,British Columbia,2,20,L,2023,D,3,
CYPC,British Columbia,2,20,L,2023,D,4,8.2
CYPC,British Columbia,2,20,L,2023,E,1,<5
CYPC,British Columbia,2,20,L,2023,E,2,10
CYPC,British Columbia,2,20,L,2023,E,3,
CYPC,British Columbia,2,20,L,2023,E,4,15.96
CYPC,British Columbia,2,20,L,2023,S,1,<5
CYPC,British Columbia,2,20,L,2023,S,2,20
CYPC,British Columbia,2,20,L,2023,S,5,
CYPC,British Columbia,2,20,L,2023,S,6,9.47
CYPC,British Columbia,2,21,L,2023,B,1,<5
CYPC,British Columbia,2,21,L,2023,B,2,<5
CYPC,British Columbia,2,21,L,2023,B,3,
CYPC,British Columbia,2,21,L,2023,B,4,
CYPC,British Columbia,2,21,L,2023,C,1,<5
CYPC,British Columbia,2,21,L,2023,C,2,<5
CYPC,British Columbia,2,21,L,2023,C,3,
CYPC,British Columbia,2,21,L,2023,C,4,
CYPC,British Columbia,2,21,L,2023,D,1,<5
CYPC,British Columbia,2,21,L,2023,D,2,<5
CYPC,British Columbia,2,21,L,2023,D,3,
CYPC,British Columbia,2,21,L,2023,D,4,
CYPC,British Columbia,2,21,L,2023,E,1,<5
CYPC,British Columbia,2,21,L,2023,E,2,<5
CYPC,British Columbia,2,21,L,2023,E,3,
CYPC,British Columbia,2,21,L,2023,E,4,
CYPC,British Columbia,2,21,L,2023,S,1,<5
CYPC,British Columbia,2,21,L,2023,S,2,<5
CYPC,British Columbia,2,21,L,2023,S,5,
CYPC,British Columbia,2,21,L,2023,S,6,
CYPC,British Columbia,2,22,L,2023,B,1,<5
CYPC,British Columbia,2,22,L,2023,B,2,<5
CYPC,British Columbia,2,22,L,2023,B,3,
CYPC,British Columbia,2,22,L,2023,B,4,
CYPC,British Columbia,2,22,L,2023,C,1,<5
CYPC,British Columbia,2,22,L,2023,C,2,<5
CYPC,British Columbia,2,22,L,2023,C,3,
CYPC,British Columbia,2,22,L,2023,C,4,
CYPC,British Columbia,2,22,L,2023,D,1,<5
CYPC,British Columbia,2,22,L,2023,D,2,<5
CYPC,British Columbia,2,22,L,2023,D,3,
CYPC,British Columbia,2,22,L,2023,D,4,
CYPC,British Columbia,2,22,L,2023,E,1,<5
CYPC,British Columbia,2,22,L,2023,E,2,<5
CYPC,British Columbia,2,22,L,2023,E,3,
CYPC,British Columbia,2,22,L,2023,E,4,
CYPC,British Columbia,2,22,L,2023,S,1,<5
CYPC,British Columbia,2,22,L,2023,S,2,5
CYPC,British Columbia,2,22,L,2023,S,5,
CYPC,British Columbia,2,22,L,2023,S,6,3.9
CYPC,British Columbia,2,23,L,2023,B,1,<5
CYPC,British Columbia,2,23,L,2023,B,2,<5
CYPC,British Columbia,2,23,L,2023,B,3,
CYPC,British Columbia,2,23,L,2023,B,4,
CYPC,British Columbia,2,23,L,2023,C,1,<5
CYPC,British Columbia,2,23,L,2023,C,2,<5
CYPC,British Columbia,2,23,L,2023,C,3,
CYPC,British Columbia,2,23,L,2023,C,4,
CYPC,British Columbia,2,23,L,2023,D,1,<5
CYPC,British Columbia,2,23,L,2023,D,2,<5
CYPC,British Columbia,2,23,L,2023,D,3,
CYPC,British Columbia,2,23,L,2023,D,4,
CYPC,British Columbia,2,23,L,2023,E,1,<5
CYPC,British Columbia,2,23,L,2023,E,2,<5
CYPC,British Columbia,2,23,L,2023,E,3,
CYPC,British Columbia,2,23,L,2023,E,4,
CYPC,British Columbia,2,23,L,2023,S,1,<5
CYPC,British Columbia,2,23,L,2023,S,2,<5
CYPC,British Columbia,2,23,L,2023,S,5,
CYPC,British Columbia,2,23,L,2023,S,6,
CYPC,British Columbia,2,24,L,2023,B,1,<5
CYPC,British Columbia,2,24,L,2023,B,2,<5
CYPC,British Columbia,2,24,L,2023,B,3,
CYPC,British Columbia,2,24,L,2023,B,4,
CYPC,British Columbia,2,24,L,2023,C,1,<5
CYPC,British Columbia,2,24,L,2023,C,2,<5
CYPC,British Columbia,2,24,L,2023,C,3,
CYPC,British Columbia,2,24,L,2023,C,4,
CYPC,British Columbia,2,24,L,2023,D,1,<5
CYPC,British Columbia,2,24,L,2023,D,2,<5
CYPC,British Columbia,2,24,L,2023,D,3,
CYPC,British Columbia,2,24,L,2023,D,4,
CYPC,British Columbia,2,24,L,2023,E,1,<5
CYPC,British Columbia,2,24,L,2023,E,2,<5
CYPC,British Columbia,2,24,L,2023,E,3,
CYPC,British Columbia,2,24,L,2023,E,4,
CYPC,British Columbia,2,24,L,2023,S,1,<5
CYPC,British Columbia,2,24,L,2023,S,2,5
CYPC,British Columbia,2,24,L,2023,S,5,
CYPC,British Columbia,2,24,L,2023,S,6,2.8
CYPC,British Columbia,2,25,L,2023,B,1,<5
CYPC,British Columbia,2,25,L,2023,B,2,<5
CYPC,British Columbia,2,25,L,2023,B,3,
CYPC,British Columbia,2,25,L,2023,B,4,
CYPC,British Columbia,2,25,L,2023,C,1,<5
CYPC,British Columbia,2,25,L,2023,C,2,<5
CYPC,British Columbia,2,25,L,2023,C,3,
CYPC,British Columbia,2,25,L,2023,C,4,
CYPC,British Columbia,2,25,L,2023,D,1,<5
CYPC,British Columbia,2,25,L,2023,D,2,<5
CYPC,British Columbia,2,25,L,2023,D,3,
CYPC,British Columbia,2,25,L,2023,D,4,
CYPC,British Columbia,2,25,L,2023,E,1,<5
CYPC,British Columbia,2,25,L,2023,E,2,<5
CYPC,British Columbia,2,25,L,2023,E,3,
CYPC,British Columbia,2,25,L,2023,E,4,
CYPC,British Columbia,2,25,L,2023,S,1,<5
CYPC,British Columbia,2,25,L,2023,S,2,<5
CYPC,British Columbia,2,25,L,2023,S,5,
CYPC,British Columbia,2,25,L,2023,S,6,
CYPC,British Columbia,2,30,L,2023,B,1,<5
CYPC,British Columbia,2,30,L,2023,B,2,<5
CYPC,British Columbia,2,30,L,2023,B,3,
CYPC,British Columbia,2,30,L,2023,B,4,
CYPC,British Columbia,2,30,L,2023,C,1,<5
CYPC,British Columbia,2,30,L,2023,C,2,10
CYPC,British Columbia,2,30,L,2023,C,3,
CYPC,British Columbia,2,30,L,2023,C,4,22.3
CYPC,British Columbia,2,30,L,2023,D,1,5
CYPC,British Columbia,2,30,L,2023,D,2,15
CYPC,British Columbia,2,30,L,2023,D,3,39.66
CYPC,British Columbia,2,30,L,2023,D,4,24.59
CYPC,British Columbia,2,30,L,2023,E,1,<5
CYPC,British Columbia,2,30,L,2023,E,2,10
CYPC,British Columbia,2,30,L,2023,E,3,
CYPC,British Columbia,2,30,L,2023,E,4,15.96
CYPC,British Columbia,2,30,L,2023,S,1,10
CYPC,British Columbia,2,30,L,2023,S,2,35
CYPC,British Columbia,2,30,L,2023,S,5,27.52
CYPC,British Columbia,2,30,L,2023,S,6,20.13
CYPC,British Columbia,2,31,L,2023,B,1,<5
CYPC,British Columbia,2,31,L,2023,B,2,<5
CYPC,British Columbia,2,31,L,2023,B,3,
CYPC,British Columbia,2,31,L,2023,B,4,
CYPC,British Columbia,2,31,L,2023,C,1,<5
CYPC,British Columbia,2,31,L,2023,C,2,<5
CYPC,British Columbia,2,31,L,2023,C,3,
CYPC,British Columbia,2,31,L,2023,C,4,
CYPC,British Columbia,2,31,L,2023,D,1,<5
CYPC,British Columbia,2,31,L,2023,D,2,<5
CYPC,British Columbia,2,31,L,2023,D,3,
CYPC,British Columbia,2,31,L,2023,D,4,
CYPC,British Columbia,2,31,L,2023,E,1,<5
CYPC,British Columbia,2,31,L,2023,E,2,<5
CYPC,British Columbia,2,31,L,2023,E,3,
CYPC,British Columbia,2,31,L,2023,E,4,
CYPC,British Columbia,2,31,L,2023,S,1,<5
CYPC,British Columbia,2,31,L,2023,S,2,5
CYPC,British Columbia,2,31,L,2023,S,5,
CYPC,British Columbia,2,31,L,2023,S,6,2.8
CYPC,British Columbia,2,32,L,2023,B,1,<5
CYPC,British Columbia,2,32,L,2023,B,2,<5
CYPC,British Columbia,2,32,L,2023,B,3,
CYPC,British Columbia,2,32,L,2023,B,4,
CYPC,British Columbia,2,32,L,2023,C,1,<5
CYPC,British Columbia,2,32,L,2023,C,2,5
CYPC,British Columbia,2,32,L,2023,C,3,
CYPC,British Columbia,2,32,L,2023,C,4,11.15
CYPC,British Columbia,2,32,L,2023,D,1,<5
CYPC,British Columbia,2,32,L,2023,D,2,5
CYPC,British Columbia,2,32,L,2023,D,3,
CYPC,British Columbia,2,32,L,2023,D,4,8.2
CYPC,British Columbia,2,32,L,2023,E,1,<5
CYPC,British Columbia,2,32,L,2023,E,2,<5
CYPC,British Columbia,2,32,L,2023,E,3,
CYPC,British Columbia,2,32,L,2023,E,4,
CYPC,British Columbia,2,32,L,2023,S,1,<5
CYPC,British Columbia,2,32,L,2023,S,2,15
CYPC,British Columbia,2,32,L,2023,S,5,
CYPC,British Columbia,2,32,L,2023,S,6,7.27
CYPC,British Columbia,2,33,L,2023,B,1,<5
CYPC,British Columbia,2,33,L,2023,B,2,<5
CYPC,British Columbia,2,33,L,2023,B,3,
CYPC,British Columbia,2,33,L,2023,B,4,
CYPC,British Columbia,2,33,L,2023,C,1,<5
CYPC,British Columbia,2,33,L,2023,C,2,<5
CYPC,British Columbia,2,33,L,2023,C,3,
CYPC,British Columbia,2,33,L,2023,C,4,
CYPC,British Columbia,2,33,L,2023,D,1,<5
CYPC,British Columbia,2,33,L,2023,D,2,<5
CYPC,British Columbia,2,33,L,2023,D,3,
CYPC,British Columbia,2,33,L,2023,D,4,
CYPC,British Columbia,2,33,L,2023,E,1,<5
CYPC,British Columbia,2,33,L,2023,E,2,<5
CYPC,British Columbia,2,33,L,2023,E,3,
CYPC,British Columbia,2,33,L,2023,E,4,
CYPC,British Columbia,2,33,L,2023,S,1,10
CYPC,British Columbia,2,33,L,2023,S,2,5
CYPC,British Columbia,2,33,L,2023,S,5,16.36
CYPC,British Columbia,2,33,L,2023,S,6,3.35
CYPC,British Columbia,2,34,L,2023,B,1,<5
CYPC,British Columbia,2,34,L,2023,B,2,<5
CYPC,British Columbia,2,34,L,2023,B,3,
CYPC,British Columbia,2,34,L,2023,B,4,
CYPC,British Columbia,2,34,L,2023,C,1,<5
CYPC,British Columbia,2,34,L,2023,C,2,<5
CYPC,British Columbia,2,34,L,2023,C,3,
CYPC,British Columbia,2,34,L,2023,C,4,
CYPC,British Columbia,2,34,L,2023,D,1,<5
CYPC,British Columbia,2,34,L,2023,D,2,<5
CYPC,British Columbia,2,34,L,2023,D,3,
CYPC,British Columbia,2,34,L,2023,D,4,
CYPC,British Columbia,2,34,L,2023,E,1,<5
CYPC,British Columbia,2,34,L,2023,E,2,<5
CYPC,British Columbia,2,34,L,2023,E,3,
CYPC,British Columbia,2,34,L,2023,E,4,
CYPC,British Columbia,2,34,L,2023,S,1,<5
CYPC,British Columbia,2,34,L,2023,S,2,10
CYPC,British Columbia,2,34,L,2023,S,5,
CYPC,British Columbia,2,34,L,2023,S,6,5.03
CYPC,British Columbia,2,35,L,2023,B,1,<5
CYPC,British Columbia,2,35,L,2023,B,2,<5
CYPC,British Columbia,2,35,L,2023,B,3,
CYPC,British Columbia,2,35,L,2023,B,4,
CYPC,British Columbia,2,35,L,2023,C,1,<5
CYPC,British Columbia,2,35,L,2023,C,2,<5
CYPC,British Columbia,2,35,L,2023,C,3,
CYPC,British Columbia,2,35,L,2023,C,4,
CYPC,British Columbia,2,35,L,2023,D,1,<5
CYPC,British Columbia,2,35,L,2023,D,2,<5
CYPC,British Columbia,2,35,L,2023,D,3,
CYPC,British Columbia,2,35,L,2023,D,4,
CYPC,British Columbia,2,35,L,2023,E,1,<5
CYPC,British Columbia,2,35,L,2023,E,2,<5
CYPC,British Columbia,2,35,L,2023,E,3,
CYPC,British Columbia,2,35,L,2023,E,4,
CYPC,British Columbia,2,35,L,2023,S,1,<5
CYPC,British Columbia,2,35,L,2023,S,2,<5
CYPC,British Columbia,2,35,L,2023,S,5,
CYPC,British Columbia,2,35,L,2023,S,6,
CYPC,British Columbia,2,36,L,2023,B,1,<5
CYPC,British Columbia,2,36,L,2023,B,2,<5
CYPC,British Columbia,2,36,L,2023,B,3,
CYPC,British Columbia,2,36,L,2023,B,4,
CYPC,British Columbia,2,36,L,2023,C,1,<5
CYPC,British Columbia,2,36,L,2023,C,2,<5
CYPC,British Columbia,2,36,L,2023,C,3,
CYPC,British Columbia,2,36,L,2023,C,4,
CYPC,British Columbia,2,36,L,2023,D,1,<5
CYPC,British Columbia,2,36,L,2023,D,2,<5
CYPC,British Columbia,2,36,L,2023,D,3,
CYPC,British Columbia,2,36,L,2023,D,4,
CYPC,British Columbia,2,36,L,2023,E,1,<5
CYPC,British Columbia,2,36,L,2023,E,2,<5
CYPC,British Columbia,2,36,L,2023,E,3,
CYPC,British Columbia,2,36,L,2023,E,4,
